SSID,Signal Strength (dBm),X Position,Y Position
USTH_MGMT,-82.0,2.0,29.0
USTH_Guest,-82.0,2.0,29.0
USTH_Office,-65.0,2.0,29.0
USTH_Guest,-87.0,2.0,29.0
USTH_Guest,-71.0,2.0,29.0
USTH_MGMT,-64.0,2.0,29.0
USTH_Office,-78.0,2.0,29.0
USTH_Office,-78.0,2.0,29.0
USTH_Student,-67.0,2.0,29.0
USTH_Office,-74.0,2.0,29.0
ICTLab Students,-63.0,2.0,29.0
USTH_Guest,-65.0,2.0,29.0
USTH_Office,-83.0,2.0,29.0
USTH_Office,-70.0,2.0,29.0
USTH_Guest,-78.0,2.0,29.0
ICTLab,-67.0,2.0,29.0
USTH_MGMT,-64.0,2.0,29.0
USTH_Student,-64.0,2.0,29.0
ICTLab Students,-66.0,2.0,29.0
USTH_Student,-78.0,2.0,29.0
USTH_MGMT,-65.0,2.0,29.0
ICTLab 5GHz,-63.0,2.0,29.0
USTH_Student,-83.0,2.0,29.0
USTH_Office,-64.0,2.0,29.0
USTH_Guest,-67.0,2.0,29.0
USTH_Student,-71.0,2.0,29.0
ICTLab,-64.0,2.0,29.0
USTH_Student,-82.0,2.0,29.0
USTH_MGMT,-78.0,2.0,29.0
USTH_MGMT,-66.0,2.0,29.0
ICTLab Guests,-63.0,2.0,30.0
USTH_MGMT,-80.0,2.0,30.0
USTH_Guest,-82.0,2.0,30.0
USTH_Student,-65.0,2.0,30.0
USTH_MGMT,-82.0,2.0,30.0
USTH_Guest,-64.0,2.0,30.0
USTH_MGMT,-80.0,2.0,30.0
USTH_MGMT,-70.0,2.0,30.0
USTH_Office,-64.0,2.0,30.0
USTH_Student,-78.0,2.0,30.0
USTH_MGMT,-82.0,2.0,30.0
USTH_Guest,-82.0,2.0,30.0
USTH_Office,-65.0,2.0,30.0
USTH_Guest,-87.0,2.0,30.0
USTH_Guest,-71.0,2.0,30.0
USTH_MGMT,-64.0,2.0,30.0
USTH_Office,-78.0,2.0,30.0
USTH_Office,-78.0,2.0,30.0
USTH_Student,-67.0,2.0,30.0
USTH_Office,-74.0,2.0,30.0
ICTLab Students,-63.0,2.0,30.0
USTH_Guest,-65.0,2.0,30.0
USTH_Office,-83.0,2.0,30.0
USTH_Office,-70.0,2.0,30.0
USTH_Guest,-78.0,2.0,30.0
ICTLab,-67.0,2.0,30.0
USTH_MGMT,-64.0,2.0,30.0
USTH_Student,-64.0,2.0,30.0
ICTLab Students,-66.0,2.0,30.0
USTH_Student,-78.0,2.0,30.0
USTH_MGMT,-65.0,2.0,30.0
ICTLab 5GHz,-63.0,2.0,30.0
USTH_Student,-83.0,2.0,30.0
USTH_Office,-64.0,2.0,30.0
USTH_Guest,-67.0,2.0,30.0
USTH_Student,-71.0,2.0,30.0
ICTLab,-64.0,2.0,30.0
USTH_Student,-82.0,2.0,30.0
USTH_MGMT,-78.0,2.0,30.0
USTH_MGMT,-66.0,2.0,30.0
ICTLab Guests,-63.0,2.0,31.0
USTH_MGMT,-80.0,2.0,31.0
USTH_Guest,-82.0,2.0,31.0
USTH_Student,-65.0,2.0,31.0
USTH_MGMT,-82.0,2.0,31.0
USTH_Guest,-64.0,2.0,31.0
USTH_MGMT,-80.0,2.0,31.0
USTH_MGMT,-70.0,2.0,31.0
USTH_Office,-64.0,2.0,31.0
USTH_Student,-78.0,2.0,31.0
USTH_MGMT,-82.0,2.0,31.0
USTH_Guest,-82.0,2.0,31.0
USTH_Office,-65.0,2.0,31.0
USTH_Guest,-87.0,2.0,31.0
USTH_Guest,-71.0,2.0,31.0
USTH_MGMT,-64.0,2.0,31.0
USTH_Office,-78.0,2.0,31.0
USTH_Office,-78.0,2.0,31.0
USTH_Student,-67.0,2.0,31.0
USTH_Office,-74.0,2.0,31.0
ICTLab Students,-63.0,2.0,31.0
USTH_Guest,-65.0,2.0,31.0
USTH_Office,-83.0,2.0,31.0
USTH_Office,-70.0,2.0,31.0
USTH_Guest,-78.0,2.0,31.0
ICTLab,-67.0,2.0,31.0
USTH_MGMT,-64.0,2.0,31.0
USTH_Student,-64.0,2.0,31.0
ICTLab Students,-66.0,2.0,31.0
USTH_Student,-78.0,2.0,31.0
USTH_MGMT,-65.0,2.0,31.0
ICTLab 5GHz,-63.0,2.0,31.0
USTH_Student,-83.0,2.0,31.0
USTH_Office,-64.0,2.0,31.0
USTH_Guest,-67.0,2.0,31.0
USTH_Student,-71.0,2.0,31.0
ICTLab,-64.0,2.0,31.0
USTH_Student,-82.0,2.0,31.0
USTH_MGMT,-78.0,2.0,31.0
USTH_MGMT,-66.0,2.0,31.0
ICTLab Guests,-63.0,2.0,32.0
USTH_MGMT,-80.0,2.0,32.0
USTH_Guest,-82.0,2.0,32.0
USTH_Student,-65.0,2.0,32.0
USTH_MGMT,-82.0,2.0,32.0
USTH_Guest,-64.0,2.0,32.0
USTH_MGMT,-80.0,2.0,32.0
USTH_MGMT,-70.0,2.0,32.0
USTH_Office,-64.0,2.0,32.0
USTH_Student,-78.0,2.0,32.0
USTH_MGMT,-82.0,2.0,32.0
USTH_Guest,-82.0,2.0,32.0
USTH_Office,-65.0,2.0,32.0
USTH_Guest,-87.0,2.0,32.0
USTH_Guest,-71.0,2.0,32.0
USTH_MGMT,-64.0,2.0,32.0
USTH_Office,-78.0,2.0,32.0
USTH_Office,-78.0,2.0,32.0
USTH_Student,-67.0,2.0,32.0
USTH_Office,-74.0,2.0,32.0
ICTLab Students,-63.0,2.0,32.0
USTH_Guest,-65.0,2.0,32.0
USTH_Office,-83.0,2.0,32.0
USTH_Office,-70.0,2.0,32.0
USTH_Guest,-78.0,2.0,32.0
ICTLab,-67.0,2.0,32.0
USTH_MGMT,-64.0,2.0,32.0
USTH_Student,-64.0,2.0,32.0
ICTLab Students,-66.0,2.0,32.0
USTH_Student,-78.0,2.0,32.0
USTH_MGMT,-65.0,2.0,32.0
ICTLab 5GHz,-63.0,2.0,32.0
USTH_Student,-83.0,2.0,32.0
USTH_Office,-64.0,2.0,32.0
USTH_Guest,-67.0,2.0,32.0
USTH_Student,-71.0,2.0,32.0
ICTLab,-64.0,2.0,32.0
USTH_Student,-82.0,2.0,32.0
USTH_MGMT,-78.0,2.0,32.0
USTH_MGMT,-66.0,2.0,32.0
ICTLab Guests,-63.0,2.0,33.0
USTH_MGMT,-80.0,2.0,33.0
USTH_Guest,-82.0,2.0,33.0
USTH_Student,-65.0,2.0,33.0
USTH_MGMT,-82.0,2.0,33.0
USTH_Guest,-64.0,2.0,33.0
USTH_MGMT,-80.0,2.0,33.0
USTH_MGMT,-70.0,2.0,33.0
USTH_Office,-64.0,2.0,33.0
USTH_Student,-78.0,2.0,33.0
USTH_MGMT,-82.0,2.0,33.0
USTH_Guest,-82.0,2.0,33.0
USTH_Office,-65.0,2.0,33.0
USTH_Guest,-87.0,2.0,33.0
USTH_Guest,-71.0,2.0,33.0
USTH_MGMT,-64.0,2.0,33.0
USTH_Office,-78.0,2.0,33.0
USTH_Office,-78.0,2.0,33.0
USTH_Student,-67.0,2.0,33.0
USTH_Office,-74.0,2.0,33.0
ICTLab Students,-63.0,2.0,33.0
USTH_Guest,-65.0,2.0,33.0
USTH_Office,-83.0,2.0,33.0
USTH_Office,-70.0,2.0,33.0
USTH_Guest,-78.0,2.0,33.0
ICTLab,-67.0,2.0,33.0
USTH_MGMT,-64.0,2.0,33.0
USTH_Student,-64.0,2.0,33.0
ICTLab Students,-66.0,2.0,33.0
USTH_Student,-78.0,2.0,33.0
USTH_MGMT,-65.0,2.0,33.0
ICTLab 5GHz,-63.0,2.0,33.0
USTH_Student,-83.0,2.0,33.0
USTH_Office,-64.0,2.0,33.0
USTH_Guest,-67.0,2.0,33.0
USTH_Student,-71.0,2.0,33.0
ICTLab,-64.0,2.0,33.0
USTH_Student,-82.0,2.0,33.0
USTH_MGMT,-78.0,2.0,33.0
USTH_MGMT,-66.0,2.0,33.0
ICTLab Guests,-63.0,2.0,34.0
USTH_MGMT,-80.0,2.0,34.0
USTH_Guest,-82.0,2.0,34.0
USTH_Student,-65.0,2.0,34.0
USTH_MGMT,-82.0,2.0,34.0
USTH_Guest,-64.0,2.0,34.0
USTH_MGMT,-80.0,2.0,34.0
USTH_MGMT,-70.0,2.0,34.0
USTH_Office,-64.0,2.0,34.0
USTH_Student,-78.0,2.0,34.0
USTH_MGMT,-82.0,2.0,34.0
USTH_Guest,-82.0,2.0,34.0
USTH_Office,-65.0,2.0,34.0
USTH_Guest,-87.0,2.0,34.0
USTH_Guest,-71.0,2.0,34.0
USTH_MGMT,-64.0,2.0,34.0
USTH_Office,-78.0,2.0,34.0
USTH_Office,-78.0,2.0,34.0
USTH_Student,-67.0,2.0,34.0
USTH_Office,-74.0,2.0,34.0
ICTLab Students,-63.0,2.0,34.0
USTH_Guest,-65.0,2.0,34.0
USTH_Office,-83.0,2.0,34.0
USTH_Office,-70.0,2.0,34.0
USTH_Guest,-78.0,2.0,34.0
ICTLab,-67.0,2.0,34.0
USTH_MGMT,-64.0,2.0,34.0
USTH_Student,-64.0,2.0,34.0
ICTLab Students,-66.0,2.0,34.0
USTH_Student,-78.0,2.0,34.0
USTH_MGMT,-65.0,2.0,34.0
ICTLab 5GHz,-63.0,2.0,34.0
USTH_Student,-83.0,2.0,34.0
USTH_Office,-64.0,2.0,34.0
USTH_Guest,-67.0,2.0,34.0
USTH_Student,-71.0,2.0,34.0
ICTLab,-64.0,2.0,34.0
USTH_Student,-82.0,2.0,34.0
USTH_MGMT,-78.0,2.0,34.0
USTH_MGMT,-66.0,2.0,34.0
ICTLab Guests,-63.0,2.0,35.0
USTH_MGMT,-80.0,2.0,35.0
USTH_Guest,-82.0,2.0,35.0
USTH_Student,-65.0,2.0,35.0
USTH_MGMT,-82.0,2.0,35.0
USTH_Guest,-64.0,2.0,35.0
USTH_MGMT,-80.0,2.0,35.0
USTH_MGMT,-70.0,2.0,35.0
USTH_Office,-64.0,2.0,35.0
USTH_Student,-78.0,2.0,35.0
USTH_MGMT,-82.0,2.0,35.0
USTH_Guest,-82.0,2.0,35.0
USTH_Office,-65.0,2.0,35.0
USTH_Guest,-87.0,2.0,35.0
USTH_Guest,-71.0,2.0,35.0
USTH_MGMT,-64.0,2.0,35.0
USTH_Office,-78.0,2.0,35.0
USTH_Office,-78.0,2.0,35.0
USTH_Student,-67.0,2.0,35.0
USTH_Office,-74.0,2.0,35.0
ICTLab Students,-63.0,2.0,35.0
USTH_Guest,-65.0,2.0,35.0
USTH_Office,-83.0,2.0,35.0
USTH_Office,-70.0,2.0,35.0
USTH_Guest,-78.0,2.0,35.0
ICTLab,-67.0,2.0,35.0
USTH_MGMT,-64.0,2.0,35.0
USTH_Student,-64.0,2.0,35.0
ICTLab Students,-66.0,2.0,35.0
USTH_Student,-78.0,2.0,35.0
USTH_MGMT,-65.0,2.0,35.0
ICTLab 5GHz,-63.0,2.0,35.0
USTH_Student,-83.0,2.0,35.0
USTH_Office,-64.0,2.0,35.0
USTH_Guest,-67.0,2.0,35.0
USTH_Student,-71.0,2.0,35.0
ICTLab,-64.0,2.0,35.0
USTH_Student,-82.0,2.0,35.0
USTH_MGMT,-78.0,2.0,35.0
USTH_MGMT,-66.0,2.0,35.0
ICTLab Guests,-63.0,2.0,36.0
USTH_MGMT,-80.0,2.0,36.0
USTH_Guest,-82.0,2.0,36.0
USTH_Student,-65.0,2.0,36.0
USTH_MGMT,-82.0,2.0,36.0
USTH_Guest,-64.0,2.0,36.0
USTH_MGMT,-80.0,2.0,36.0
USTH_MGMT,-70.0,2.0,36.0
USTH_Office,-64.0,2.0,36.0
USTH_Student,-78.0,2.0,36.0
USTH_MGMT,-82.0,2.0,36.0
USTH_Guest,-82.0,2.0,36.0
USTH_Office,-65.0,2.0,36.0
USTH_Guest,-87.0,2.0,36.0
USTH_Guest,-71.0,2.0,36.0
USTH_MGMT,-64.0,2.0,36.0
USTH_Office,-78.0,2.0,36.0
USTH_Office,-78.0,2.0,36.0
USTH_Student,-67.0,2.0,36.0
USTH_Office,-74.0,2.0,36.0
ICTLab Students,-63.0,2.0,36.0
USTH_Guest,-65.0,2.0,36.0
USTH_Office,-83.0,2.0,36.0
USTH_Office,-70.0,2.0,36.0
USTH_Guest,-78.0,2.0,36.0
ICTLab,-67.0,2.0,36.0
USTH_MGMT,-64.0,2.0,36.0
USTH_Student,-64.0,2.0,36.0
ICTLab Students,-66.0,2.0,36.0
USTH_Student,-78.0,2.0,36.0
USTH_MGMT,-65.0,2.0,36.0
ICTLab 5GHz,-63.0,2.0,36.0
USTH_Student,-83.0,2.0,36.0
USTH_Office,-64.0,2.0,36.0
USTH_Guest,-67.0,2.0,36.0
USTH_Student,-71.0,2.0,36.0
ICTLab,-64.0,2.0,36.0
USTH_Student,-82.0,2.0,36.0
USTH_MGMT,-78.0,2.0,36.0
USTH_MGMT,-66.0,2.0,36.0
ICTLab Guests,-63.0,2.0,37.0
USTH_MGMT,-80.0,2.0,37.0
USTH_Guest,-82.0,2.0,37.0
USTH_Student,-65.0,2.0,37.0
USTH_MGMT,-82.0,2.0,37.0
USTH_Guest,-64.0,2.0,37.0
USTH_MGMT,-80.0,2.0,37.0
USTH_MGMT,-70.0,2.0,37.0
USTH_Office,-64.0,2.0,37.0
USTH_Student,-78.0,2.0,37.0
USTH_MGMT,-82.0,2.0,37.0
USTH_Guest,-82.0,2.0,37.0
USTH_Office,-65.0,2.0,37.0
USTH_Guest,-87.0,2.0,37.0
USTH_Guest,-71.0,2.0,37.0
USTH_MGMT,-64.0,2.0,37.0
USTH_Office,-78.0,2.0,37.0
USTH_Office,-78.0,2.0,37.0
USTH_Student,-67.0,2.0,37.0
USTH_Office,-74.0,2.0,37.0
ICTLab Students,-63.0,2.0,37.0
USTH_Guest,-65.0,2.0,37.0
USTH_Office,-83.0,2.0,37.0
USTH_Office,-70.0,2.0,37.0
USTH_Guest,-78.0,2.0,37.0
ICTLab,-67.0,2.0,37.0
USTH_MGMT,-64.0,2.0,37.0
USTH_Student,-64.0,2.0,37.0
ICTLab Students,-66.0,2.0,37.0
USTH_Student,-78.0,2.0,37.0
USTH_MGMT,-65.0,2.0,37.0
ICTLab 5GHz,-63.0,2.0,37.0
USTH_Student,-83.0,2.0,37.0
USTH_Office,-64.0,2.0,37.0
USTH_Guest,-67.0,2.0,37.0
USTH_Student,-71.0,2.0,37.0
ICTLab,-64.0,2.0,37.0
USTH_Student,-82.0,2.0,37.0
USTH_MGMT,-78.0,2.0,37.0
USTH_MGMT,-66.0,2.0,37.0
ICTLab Guests,-63.0,2.0,38.0
USTH_MGMT,-80.0,2.0,38.0
USTH_Guest,-82.0,2.0,38.0
USTH_Student,-65.0,2.0,38.0
USTH_MGMT,-82.0,2.0,38.0
USTH_Guest,-64.0,2.0,38.0
USTH_MGMT,-80.0,2.0,38.0
USTH_MGMT,-70.0,2.0,38.0
USTH_Office,-64.0,2.0,38.0
USTH_Student,-78.0,2.0,38.0
USTH_MGMT,-82.0,2.0,38.0
USTH_Guest,-82.0,2.0,38.0
USTH_Office,-65.0,2.0,38.0
USTH_Guest,-87.0,2.0,38.0
USTH_Guest,-71.0,2.0,38.0
USTH_MGMT,-64.0,2.0,38.0
USTH_Office,-78.0,2.0,38.0
USTH_Office,-78.0,2.0,38.0
USTH_Student,-67.0,2.0,38.0
USTH_Office,-74.0,2.0,38.0
ICTLab Students,-63.0,2.0,38.0
USTH_Guest,-65.0,2.0,38.0
USTH_Office,-83.0,2.0,38.0
USTH_Office,-70.0,2.0,38.0
USTH_Guest,-78.0,2.0,38.0
ICTLab,-67.0,2.0,38.0
USTH_MGMT,-64.0,2.0,38.0
USTH_Student,-64.0,2.0,38.0
ICTLab Students,-66.0,2.0,38.0
USTH_Student,-78.0,2.0,38.0
USTH_MGMT,-65.0,2.0,38.0
ICTLab 5GHz,-63.0,2.0,38.0
USTH_Student,-83.0,2.0,38.0
USTH_Office,-64.0,2.0,38.0
USTH_Guest,-67.0,2.0,38.0
USTH_Student,-71.0,2.0,38.0
ICTLab,-64.0,2.0,38.0
USTH_Student,-82.0,2.0,38.0
USTH_MGMT,-78.0,2.0,38.0
USTH_MGMT,-66.0,2.0,38.0
ICTLab Guests,-63.0,2.0,39.0
USTH_MGMT,-80.0,2.0,39.0
USTH_Guest,-82.0,2.0,39.0
USTH_Student,-65.0,2.0,39.0
USTH_MGMT,-82.0,2.0,39.0
USTH_Guest,-64.0,2.0,39.0
USTH_MGMT,-80.0,2.0,39.0
USTH_MGMT,-70.0,2.0,39.0
USTH_Office,-64.0,2.0,39.0
USTH_Student,-78.0,2.0,39.0
USTH_MGMT,-82.0,2.0,39.0
USTH_Guest,-82.0,2.0,39.0
USTH_Office,-65.0,2.0,39.0
USTH_Guest,-87.0,2.0,39.0
USTH_Guest,-71.0,2.0,39.0
USTH_MGMT,-64.0,2.0,39.0
USTH_Office,-78.0,2.0,39.0
USTH_Office,-78.0,2.0,39.0
USTH_Student,-67.0,2.0,39.0
USTH_Office,-74.0,2.0,39.0
ICTLab Students,-63.0,2.0,39.0
USTH_Guest,-65.0,2.0,39.0
USTH_Office,-83.0,2.0,39.0
USTH_Office,-70.0,2.0,39.0
USTH_Guest,-78.0,2.0,39.0
ICTLab,-67.0,2.0,39.0
USTH_MGMT,-64.0,2.0,39.0
USTH_Student,-64.0,2.0,39.0
ICTLab Students,-66.0,2.0,39.0
USTH_Student,-78.0,2.0,39.0
USTH_MGMT,-65.0,2.0,39.0
ICTLab 5GHz,-63.0,2.0,39.0
USTH_Student,-83.0,2.0,39.0
USTH_Office,-64.0,2.0,39.0
USTH_Guest,-67.0,2.0,39.0
USTH_Student,-71.0,2.0,39.0
ICTLab,-64.0,2.0,39.0
USTH_Student,-82.0,2.0,39.0
USTH_MGMT,-78.0,2.0,39.0
USTH_MGMT,-66.0,2.0,39.0
ICTLab Guests,-63.0,2.0,40.0
USTH_MGMT,-80.0,2.0,40.0
USTH_Guest,-82.0,2.0,40.0
USTH_Student,-65.0,2.0,40.0
USTH_MGMT,-82.0,2.0,40.0
USTH_Guest,-64.0,2.0,40.0
USTH_MGMT,-80.0,2.0,40.0
USTH_MGMT,-70.0,2.0,40.0
USTH_Office,-64.0,2.0,40.0
USTH_Student,-78.0,2.0,40.0
USTH_MGMT,-82.0,2.0,40.0
USTH_Guest,-82.0,2.0,40.0
USTH_Office,-65.0,2.0,40.0
USTH_Guest,-87.0,2.0,40.0
USTH_Guest,-71.0,2.0,40.0
USTH_MGMT,-64.0,2.0,40.0
USTH_Office,-78.0,2.0,40.0
USTH_Office,-78.0,2.0,40.0
USTH_Student,-67.0,2.0,40.0
USTH_Office,-74.0,2.0,40.0
ICTLab Students,-63.0,2.0,40.0
USTH_Guest,-65.0,2.0,40.0
USTH_Office,-83.0,2.0,40.0
USTH_Office,-70.0,2.0,40.0
USTH_Guest,-78.0,2.0,40.0
ICTLab,-67.0,2.0,40.0
USTH_MGMT,-64.0,2.0,40.0
USTH_Student,-64.0,2.0,40.0
ICTLab Students,-66.0,2.0,40.0
USTH_Student,-78.0,2.0,40.0
USTH_MGMT,-65.0,2.0,40.0
ICTLab 5GHz,-63.0,2.0,40.0
USTH_Student,-83.0,2.0,40.0
USTH_Office,-64.0,2.0,40.0
USTH_Guest,-67.0,2.0,40.0
USTH_Student,-71.0,2.0,40.0
ICTLab,-64.0,2.0,40.0
USTH_Student,-82.0,2.0,40.0
USTH_MGMT,-78.0,2.0,40.0
USTH_MGMT,-66.0,2.0,40.0
ICTLab Guests,-63.0,2.0,41.0
USTH_MGMT,-80.0,2.0,41.0
USTH_Guest,-82.0,2.0,41.0
USTH_Student,-65.0,2.0,41.0
USTH_MGMT,-82.0,2.0,41.0
USTH_Guest,-64.0,2.0,41.0
USTH_MGMT,-80.0,2.0,41.0
USTH_MGMT,-70.0,2.0,41.0
USTH_Office,-64.0,2.0,41.0
USTH_Student,-78.0,2.0,41.0
USTH_MGMT,-82.0,2.0,41.0
USTH_Guest,-82.0,2.0,41.0
USTH_Office,-65.0,2.0,41.0
USTH_Guest,-87.0,2.0,41.0
USTH_Guest,-71.0,2.0,41.0
USTH_MGMT,-64.0,2.0,41.0
USTH_Office,-78.0,2.0,41.0
USTH_Office,-78.0,2.0,41.0
USTH_Student,-67.0,2.0,41.0
USTH_Office,-74.0,2.0,41.0
ICTLab Students,-63.0,2.0,41.0
USTH_Guest,-65.0,2.0,41.0
USTH_Office,-83.0,2.0,41.0
USTH_Office,-70.0,2.0,41.0
USTH_Guest,-78.0,2.0,41.0
ICTLab,-67.0,2.0,41.0
USTH_MGMT,-64.0,2.0,41.0
USTH_Student,-64.0,2.0,41.0
ICTLab Students,-66.0,2.0,41.0
USTH_Student,-78.0,2.0,41.0
USTH_MGMT,-65.0,2.0,41.0
ICTLab 5GHz,-63.0,2.0,41.0
USTH_Student,-83.0,2.0,41.0
USTH_Office,-64.0,2.0,41.0
USTH_Guest,-67.0,2.0,41.0
USTH_Student,-71.0,2.0,41.0
ICTLab,-64.0,2.0,41.0
USTH_Student,-82.0,2.0,41.0
USTH_MGMT,-78.0,2.0,41.0
USTH_MGMT,-66.0,2.0,41.0
ICTLab Guests,-63.0,2.0,42.0
USTH_MGMT,-80.0,2.0,42.0
USTH_Guest,-82.0,2.0,42.0
USTH_Student,-65.0,2.0,42.0
USTH_MGMT,-82.0,2.0,42.0
USTH_Guest,-64.0,2.0,42.0
USTH_MGMT,-80.0,2.0,42.0
USTH_MGMT,-70.0,2.0,42.0
USTH_Office,-64.0,2.0,42.0
USTH_Student,-78.0,2.0,42.0
USTH_MGMT,-82.0,2.0,42.0
USTH_Guest,-82.0,2.0,42.0
USTH_Office,-65.0,2.0,42.0
USTH_Guest,-87.0,2.0,42.0
USTH_Guest,-71.0,2.0,42.0
USTH_MGMT,-64.0,2.0,42.0
USTH_Office,-78.0,2.0,42.0
USTH_Office,-78.0,2.0,42.0
USTH_Student,-67.0,2.0,42.0
USTH_Office,-74.0,2.0,42.0
ICTLab Students,-63.0,2.0,42.0
USTH_Guest,-65.0,2.0,42.0
USTH_Office,-83.0,2.0,42.0
USTH_Office,-70.0,2.0,42.0
USTH_Guest,-78.0,2.0,42.0
ICTLab,-67.0,2.0,42.0
USTH_MGMT,-64.0,2.0,42.0
USTH_Student,-64.0,2.0,42.0
ICTLab Students,-66.0,2.0,42.0
USTH_Student,-78.0,2.0,42.0
USTH_MGMT,-65.0,2.0,42.0
ICTLab 5GHz,-63.0,2.0,42.0
USTH_Student,-83.0,2.0,42.0
USTH_Office,-64.0,2.0,42.0
USTH_Guest,-67.0,2.0,42.0
USTH_Student,-71.0,2.0,42.0
ICTLab,-64.0,2.0,42.0
USTH_Student,-82.0,2.0,42.0
USTH_MGMT,-78.0,2.0,42.0
USTH_MGMT,-66.0,2.0,42.0
ICTLab Guests,-59.0,2.0,43.0
USTH_Guest,-82.0,2.0,43.0
USTH_Student,-63.0,2.0,43.0
USTH_MGMT,-74.0,2.0,43.0
USTH_MGMT,-73.0,2.0,43.0
USTH_Guest,-55.0,2.0,43.0
USTH_MGMT,-57.0,2.0,43.0
USTH_Student,-55.0,2.0,43.0
USTH_Office,-58.0,2.0,43.0
USTH_Student,-65.0,2.0,43.0
USTH_Guest,-73.0,2.0,43.0
USTH_Guest,-81.0,2.0,43.0
USTH_Student,-62.0,2.0,43.0
USTH_Office,-63.0,2.0,43.0
ICTLab Guests,-63.0,2.0,43.0
USTH_Guest,-60.0,2.0,43.0
USTH_Guest,-57.0,2.0,43.0
USTH_MGMT,-54.0,2.0,43.0
USTH_Office,-65.0,2.0,43.0
USTH_Student,-58.0,2.0,43.0
USTH_Office,-59.0,2.0,43.0
ICTLab Students,-58.0,2.0,43.0
USTH_Guest,-63.0,2.0,43.0
USTH_Office,-72.0,2.0,43.0
USTH_Office,-81.0,2.0,43.0
ICTLab 5GHz,-64.0,2.0,43.0
USTH_Office,-57.0,2.0,43.0
USTH_Guest,-56.0,2.0,43.0
ICTLab,-64.0,2.0,43.0
USTH_MGMT,-58.0,2.0,43.0
USTH_Student,-54.0,2.0,43.0
USTH_Office,-60.0,2.0,43.0
ICTLab Students,-64.0,2.0,43.0
USTH_MGMT,-62.0,2.0,43.0
ICTLab 5GHz,-59.0,2.0,43.0
USTH_Student,-74.0,2.0,43.0
USTH_Student,-81.0,2.0,43.0
USTH_Office,-55.0,2.0,43.0
USTH_Guest,-60.0,2.0,43.0
USTH_Student,-57.0,2.0,43.0
ICTLab,-62.0,2.0,43.0
USTH_Student,-81.0,2.0,43.0
USTH_MGMT,-64.0,2.0,43.0
USTH_Student,-60.0,2.0,43.0
USTH_MGMT,-57.0,2.0,43.0
ICTLab Guests,-59.0,2.0,44.0
USTH_Guest,-82.0,2.0,44.0
USTH_Student,-63.0,2.0,44.0
USTH_MGMT,-74.0,2.0,44.0
USTH_MGMT,-73.0,2.0,44.0
USTH_Guest,-55.0,2.0,44.0
USTH_MGMT,-57.0,2.0,44.0
USTH_Student,-55.0,2.0,44.0
USTH_Office,-58.0,2.0,44.0
USTH_Student,-65.0,2.0,44.0
USTH_Guest,-73.0,2.0,44.0
USTH_Guest,-81.0,2.0,44.0
USTH_Student,-62.0,2.0,44.0
USTH_Office,-63.0,2.0,44.0
ICTLab Guests,-63.0,2.0,44.0
USTH_Guest,-60.0,2.0,44.0
USTH_Guest,-57.0,2.0,44.0
USTH_MGMT,-54.0,2.0,44.0
USTH_Office,-65.0,2.0,44.0
USTH_Student,-58.0,2.0,44.0
USTH_Office,-59.0,2.0,44.0
ICTLab Students,-58.0,2.0,44.0
USTH_Guest,-63.0,2.0,44.0
USTH_Office,-72.0,2.0,44.0
USTH_Office,-81.0,2.0,44.0
ICTLab 5GHz,-64.0,2.0,44.0
USTH_Office,-57.0,2.0,44.0
USTH_Guest,-56.0,2.0,44.0
ICTLab,-64.0,2.0,44.0
USTH_MGMT,-58.0,2.0,44.0
USTH_Student,-54.0,2.0,44.0
USTH_Office,-60.0,2.0,44.0
ICTLab Students,-64.0,2.0,44.0
USTH_MGMT,-62.0,2.0,44.0
ICTLab 5GHz,-59.0,2.0,44.0
USTH_Student,-74.0,2.0,44.0
USTH_Student,-81.0,2.0,44.0
USTH_Office,-55.0,2.0,44.0
USTH_Guest,-60.0,2.0,44.0
USTH_Student,-57.0,2.0,44.0
ICTLab,-62.0,2.0,44.0
USTH_Student,-81.0,2.0,44.0
USTH_MGMT,-64.0,2.0,44.0
USTH_Student,-60.0,2.0,44.0
USTH_MGMT,-57.0,2.0,44.0
ICTLab Guests,-59.0,2.0,45.0
USTH_Guest,-82.0,2.0,45.0
USTH_Student,-63.0,2.0,45.0
USTH_MGMT,-74.0,2.0,45.0
USTH_MGMT,-73.0,2.0,45.0
USTH_Guest,-55.0,2.0,45.0
USTH_MGMT,-57.0,2.0,45.0
USTH_Student,-55.0,2.0,45.0
USTH_Office,-58.0,2.0,45.0
USTH_Student,-65.0,2.0,45.0
USTH_Guest,-73.0,2.0,45.0
USTH_Guest,-81.0,2.0,45.0
USTH_Student,-62.0,2.0,45.0
USTH_Office,-63.0,2.0,45.0
ICTLab Guests,-63.0,2.0,45.0
USTH_Guest,-60.0,2.0,45.0
USTH_Guest,-57.0,2.0,45.0
USTH_MGMT,-54.0,2.0,45.0
USTH_Office,-65.0,2.0,45.0
USTH_Student,-58.0,2.0,45.0
USTH_Office,-59.0,2.0,45.0
ICTLab Students,-58.0,2.0,45.0
USTH_Guest,-63.0,2.0,45.0
USTH_Office,-72.0,2.0,45.0
USTH_Office,-81.0,2.0,45.0
ICTLab 5GHz,-64.0,2.0,45.0
USTH_Office,-57.0,2.0,45.0
USTH_Guest,-56.0,2.0,45.0
ICTLab,-64.0,2.0,45.0
USTH_MGMT,-58.0,2.0,45.0
